full_text,clean_text,tweet_url,image_url,user_id_str,conversation_id_str,created_at,MM/DD/YYYY,age_account,username,official_account,verified_account,quote_count,reply_count,retweet_count,favorite_count,followers_count,image_corelation,Label
Ray Dalio melihat potensi besar Indonesia menuju negara maju dengan adanya Danantara yang mengelola dana Rp14.678 triliun. Tapi tantangan seperti korupsi dan birokrasi masih jadi PR besar. Bisa nggak kita atasi? #IndonesiaMaju #Ekonomi #Investasi #RayDalio #Danantara https://t.co/JTcPBwH6Bt,ray dalio potensi indonesia negara maju danantara kelola dana rp14 triliun tantang korupsi birokrasi pr atas,https://x.com/undefined/status/1899686540957155686,https://pbs.twimg.com/media/Glz5hFUbwAAZNfH.jpg,1844360169893040128,1899686540957155686,Wed Mar 12 04:59:00 +0000 2025,10/01/2024,0 tahun 11 bulan,CoinZoneMedia,0,0.0,0,0,0,2,91.0,1,0
Penutupan sesi 1 Rabu 11 September 2024 IHSG 7 753.57 (-0.10%) #IHSG #saham #investasi #indeks #pasarmodal #JCI #IDX #ciptadana #ciptadanasekuritasasia #bluechip https://t.co/rKxdOL9X52,tutup sesi rabu september ihsg,https://x.com/undefined/status/1833733982023995617,https://pbs.twimg.com/media/GXK7U2KaMAABiGN.jpg,1396754054915653634,1833733982023995617,2024-09-11 5:07:05,2021-05-01,4 Tahun 4 Bulan,pinepickid,1,0,0,0,0,0,782.0,1,1
#ITSNews Pakar ITS: Merosotnya IHSG Berdampak Signifikan pada Perekonomian Indonesia Surabaya 21 Maret 2025 Penurunan Indeks Harga Saham Gabungan (IHSG) sebesar 5 persen pada 18 Maret 2025 lalu yang memicu trading halt menjadi sorotan berbagai pihak https://t.co/4OGFveeRip,pakar its merosot ihsg dampak signifikan ekonomi indonesia surabaya maret turun indeks harga saham gabung ihsg maret picu trading halt sorot,https://x.com/undefined/status/1903027369499410700,https://pbs.twimg.com/media/GmjpS6qbEAAivK7.jpg,306613537,1903027369499410700,2025-03-21 10:14:16,2011-05-01,14 Tahun 4 Bulan,its_campus,0,0,0,1,4,12,154500.0,1,1
@G0LIATH87 Lihatnya jangan harian. Perhatiin grafik IHSG dari oktober (pelantikan) sampai sekarang bearish nyungsep nyusruk https://t.co/b3Rk7qCkET,lihat hari perhati grafik ihsg oktober lantik bearish nyungsep nyusruk,https://x.com/undefined/status/1902368863561625669,https://pbs.twimg.com/media/GmaSZVEa8AA2mx1.jpg,1250987353167953930,1902302159129157802,2025-03-19 14:37:36,2020-04-01,5 Tahun 5 Bulan,skyundocean,0,0,0,1,0,1,185.0,1,1
Setiap rupiah APBN jadi bintang dengan kepemimpinan efisien Prabowo yang peduli pada rakyat #AnggaranBijakUntukRakyat https://t.co/lenHaBz1zh,rupiah apbn bintang pimpin efisien prabowo peduli rakyat,https://x.com/undefined/status/1889359757477290213,https://pbs.twimg.com/media/GjhariUaIAQgY1G.jpg,1681573472290635776,1889359757477290213,Tue Feb 11 17:04:03 +0000 2025,07/01/2023,2 Tahun 8 Bulan,andikaa_munawir,0,0,0,0,0,0,0.0,1,0
lah belum jumat udah reject aja ini ihsg https://t.co/ujlZ18tmVb,jumat reject ihsg,https://x.com/undefined/status/1902583919414800576,https://pbs.twimg.com/media/GmdV7cuaoAAWpXQ.png,395897325,1902583919414800576,2025-03-20 4:52:09,2011-10-01,13 Tahun 11 Bulan,pratomooajik,0,0,0,2,0,1,622.0,1,1
Indeks Harga Saham Gabungan (IHSG) berpeluang melanjutkan tren positif di tengah pekan ini seiring ekspektasi pasar terhadap keputusan Bank Indonesia yang diperkirakan akan menahan suku bunga di level 5 75%. Selengkapnya di https://t.co/kk6hqzAjNw https://t.co/H4cwCZNroC,indeks harga saham gabung ihsg peluang lanjut trend positif iring ekspektasi pasar putus bank indonesia tahan suku bunga level lengkap,https://x.com/koranjakarta_id/status/1914922993861681383,https://pbs.twimg.com/media/GpMsA5hbUAA8OpR.jpg,1382213818370039808,1914922993861681383,2025-04-23 6:03:13,2021-04-01,4 Tahun 5 Bulan,koranjakarta_id,1,0,0,0,0,1,1112.0,1,1
Rupiah : https://t.co/2PeDH4En7d,rupiah,https://x.com/undefined/status/1876505722055450653,https://pbs.twimg.com/media/GgqwAmLagAA0YsW.jpg,2384705964,1876505722055450653,Tue Jan 07 05:46:42 +0000 2025,03/01/2014,11 Tahun 8 Bulan,nitechillings,0,0,0,0,0,0,391.0,0,0
UU BUMN DISAHKAN! BPI Danantara kini berwenang mengelola dividen BUMN tapi Kementerian BUMN tetap pegang kendali! Apa dampaknya ke ekonomi dan investor? https://t.co/GKoMY5rAB3 #UUDBUMN #BUMN #Danantara #Ekonomi #Investasi #ErickThohir https://t.co/UdQk0jZnHU,uu bumn sah bpi danantara wenang kelola dividen bumn menteri bumn pegang kendali dampak ekonomi investor,https://x.com/undefined/status/1887013594627465529,https://pbs.twimg.com/media/GjAE2vka4AMk-CE.jpg,1869760512575389697,1887013594627465529,Wed Feb 05 05:41:14 +0000 2025,12/01/2024,0 tahun 9 bulan,BursaNusantara,0,0.0,0,0,0,0,59.0,1,1
@KangayamLombok Iya sekali investasi di area pendidikan KabinetPRABOWO GIBRANkompak menaikkan nilai kualitas generasi muda bagi membangun NKRI. Langsung GASSS Kerja CEPATTT https://t.co/tWubFh28vt,investasi area didik kabinetprabowo gibrankompak naik nilai kualitas generasi muda bangun nkri gasss kerja cepattt,https://x.com/undefined/status/1850825475423363172,https://pbs.twimg.com/media/Ga9z9IoaYAEJ-KX.jpg,1546733603123777536,1850824829940990276,Mon Oct 28 09:02:34 +0000 2024,07/01/2022,3 Tahun 8 Bulan,Safikajulfah,0,0,0,0,0,0,14.0,1,0
Nasib Danantara ke depan jadi tanda tanya besar! Apakah ini peluang atau tantangan bagi ekonomi Indonesia? Simak pandangan Toto Pranoto. #Danantara https://t.co/hlYlPnWzqL,nasib danantara tanda peluang tantang ekonomi indonesia simak pandang toto pranoto,https://x.com/undefined/status/1885231271225548944,https://pbs.twimg.com/ext_tw_video_thumb/1885231171648585728/pu/img/WnTZG6u8__QEmBM5.jpg,1086109802122473472,1885231271225548944,Fri Jan 31 07:38:55 +0000 2025,01/01/2019,6 Tahun 9 Bulan,indoinsidenews,1,1,0,1,32,169,2452.0,1,0
Rupiah yang terdepresiasi ke level 15.935 dan tanda-tanda pemulihan ekonomi China akan menjadi katalis negatif untuk foreign flow pada IHSG. Simak full report-nya di sini: https://t.co/l79S2DJkvr https://t.co/ydEBddcJ0Y,rupiah depresiasi level tandatanda pulih ekonomi china katalis negatif foreign flow ihsg simak full reportnya,https://x.com/undefined/status/1774975218299339238,https://pbs.twimg.com/media/GKH6jJjaoAAzLX7.jpg,2803334178,1774975218299339238,2024-07-15 9:17:55,2014-09-01,11 Tahun 0 Bulan,indopremier,1,1,0,1,2,2,79000.0,1,1
Pembentukan BPI Danantara merupakan hal positif karena diharapkan dapat mengkapitalisasi kinerja Pertamina ke depan. https://t.co/nSlLlHi1yk,bentuk bpi danantara positif harap kapital kerja pertamina,https://x.com/undefined/status/1903259838584590371,https://pbs.twimg.com/media/Gmm8uM7aEAEX9xz.jpg,1566807909799182336,1903259838584590371,Sat Mar 22 01:38:01 +0000 2025,09/01/2022,3 tahun 0 bulan,gayoesme,0,0.0,0,0,0,0,30.0,1,0
Danantara indnesia ciptakan lapangan kerja https://t.co/OAXc6ubIPt,danantara indnesia cipta lapang kerja,https://x.com/undefined/status/1901498941797196198,https://pbs.twimg.com/media/GmN7Ne7awAA4c4q.jpg,2329531294,1901498941797196198,Mon Mar 17 05:00:50 +0000 2025,02/01/2014,11 tahun 7 bulan,DuniaInform221,0,0.0,0,0,0,0,16.0,1,0
Gini guys. Danantara merepresentasikan konsolidasi aset strategis senilai $900 miliar dalam skema sovereign investment vehicle. Secara teori ini dapat meningkatkan efisiensi dan daya saing BUMN tetapi risiko governance dan political interference tinggi. Jika capital https://t.co/xXsmmucrb8,teman danantara representasi konsolidasi aset strategis nilai miliar skema sovereign investment vehicle teori efisiensi daya saing bumn risiko governance political interference capital,https://x.com/undefined/status/1893709592129126627,https://pbs.twimg.com/media/GkfOdzhWQAAW07W.jpg,1030789552867139584,1893709592129126627,Sun Feb 23 17:08:44 +0000 2025,08/01/2018,7 tahun 1 bulan,KemenperinRI,0,0.0,67,78,1263,4382,14500.0,1,1
ada yang mau punya mobil cuma modal kuota dan rp.1000 ya cuma di flash sale shopee live mulai nanti malam jam 7!!! kapanlagi guyss toyota calya cuma SERIBU RUPIAH? https://t.co/c4GLbxpXHN #ShopeeLiveMobilRP1000 https://t.co/Y4Etpnuoq1,mobil modal kuota rp flash sale shopee live malam jam kapanlagi guyss toyota calya ribu rupiah,https://x.com/undefined/status/1896207176051601555,https://pbs.twimg.com/media/GlCuYJOXkAA787t.jpg,1872152875927007232,1896207176051601555,Sun Mar 02 14:33:15 +0000 2025,12/01/2024,1 Tahun 8 Bulan,santikuuu,0,0,0,0,0,0,119.0,1,1
Perusahaan Energi Luar Negeri Berminat Bekerjasama dengan Danantara https://t.co/gpz7NMKz7b,usaha energi negeri minat bekerjasama danantara,https://x.com/undefined/status/1896086214958334074,https://pbs.twimg.com/media/GlBAXT3bQAAFNyl.jpg,1664905037058039808,1896086214958334074,Sun Mar 02 06:32:35 +0000 2025,06/01/2023,2 tahun 3 bulan,riskidwis93,0,0.0,0,0,0,1,261.0,1,1
Danantara majukan industri nasional. https://t.co/zVG9gbKO40,danantara maju industri nasional,https://x.com/undefined/status/1901493071230980337,https://pbs.twimg.com/media/GmN13wUa4AAr6ua.jpg,1868949912697946116,1901493071230980337,Mon Mar 17 04:37:30 +0000 2025,12/01/2024,0 tahun 9 bulan,bocahpriekk,0,0.0,0,0,0,0,2.0,1,0
Danantara meningkatkan efisiensi dan daya saing aset negara di level Global. https://t.co/nBrN2RMsiM,danantara efisiensi daya saing aset negara level global,https://x.com/undefined/status/1899299077285880196,https://pbs.twimg.com/media/GluqcO9XgAA309d.jpg,1356636582330081281,1899299077285880196,Tue Mar 11 03:19:21 +0000 2025,02/01/2021,4 tahun 7 bulan,rahmawa40569238,0,0.0,0,0,0,0,287.0,1,1
Danantara jadi komitmen Pemerintahan bersih dan pemanfaatan kekayaan negara untuk kesejahteraan rakyat https://t.co/Tu8ptzptic,danantara komitmen perintah bersih manfaat kaya negara sejahtera rakyat,https://x.com/undefined/status/1898618435321450810,https://pbs.twimg.com/media/Glk_ZqCaEAE0Wab.jpg,1686276192352272384,1898618435321450810,Sun Mar 09 06:14:44 +0000 2025,08/01/2023,2 tahun 1 bulan,Tivannni,0,0.0,0,0,0,0,26.0,1,0
Nasdaq cetak rekor seiring penguatan sektor teknologi.Nasdaq ditutup di 16.794+108.91(+0.65%);Dow-196(-0.49%);S&amp;P+4(+0.09%).IHSG 7.266-50(-0.69%).PBOC China pertahankan LPR di 3.45%&amp;3.95%.NPI Indonesia triwulan I defisit US$6M transaksi berjalan defisit US$ 2.2 M(0.6% dari PDB). https://t.co/TQUmEleZtu,nasdaq cetak rekor iring kuat sektor teknologi nasdaq tutup dow196 ihsg 266 50 pboc china tahan lpr npi indonesia triwulan defisit us 6m transaksi jalan defisit us pdb,https://x.com/undefined/status/1792710552235774017,https://pbs.twimg.com/media/GOD8vkpaIAE3h8g.png,1696740314726440960,1792710552235774017,2024-07-15 9:17:55,2023-08-01,2 Tahun 1 Bulan,t_marasi,0,0,0,0,0,0,11.0,1,1
Gys kalyan tau ga kalo hari ini ada promo magnum di idm? Td aku sampe hemat 49 5k loh. Rincian kek di struk ini + aku dpet kupon jd cornetto cuma bayar 500 rupiah. Fyi aku udh 2x hari ini mam magnum matcha (total 20k). Sama adek beli 4 sama temen² beli 4. Anjayy https://t.co/AA4BUjru6D,gys kalyan promo magnum idm hemat 5k loh rincian kayak struk dpet kupon cornetto bayar rupiah bagai informasi 2x makan magnum matcha total 20k adek beli teman beli anjayy,https://x.com/undefined/status/1883554401887166495,https://pbs.twimg.com/media/GiO6vx4bkAAqkzp.jpg,1168826343322112001,1883554401887166495,Sun Jan 26 16:35:38 +0000 2025,09/01/2019,6 Tahun 8 Bulan,urvrooh,0,0,0,0,0,0,241.0,1,1
a dollar equals to 16.200 rupiah purchasing wisely Rekapitulasi; 1. Biaya listrik per kwh ada potongan untuk prabayar langsung saat membeli token listrik sampai februari 2. Opsi #tempatmakan; RM RESTU BUNDO https://t.co/CWVM68ObKY,dollar equals rupiah purchasing wisely rekapitulasi biaya listrik kwh potong prabayar beli token listrik februari opsi rm restu bundo,https://x.com/undefined/status/1875629152071786573,https://pbs.twimg.com/ext_tw_video_thumb/1875629030344683521/pu/img/Uoj5lVeLotg-rGrz.jpg,1349722237616619521,1875629152071786573,Sat Jan 04 19:43:32 +0000 2025,01/01/2021,4 Tahun 8 Bulan,mafanisakti,0,0,0,1,0,1,4427.0,0,1
Ayo dukung Danantara https://t.co/4efqr7ZG0G,ayo dukung danantara,https://x.com/undefined/status/1898233191808614590,https://pbs.twimg.com/media/GlfhBZZbwAArE_H.jpg,1564440581606035456,1898233191808614590,Sat Mar 08 04:43:55 +0000 2025,08/01/2022,3 tahun 1 bulan,Kamto97182089,0,0.0,0,0,0,0,424.0,1,0
🇮🇩Indonesian big banks lagi pada bales dendam. Sektor perbankan di IHSG ijo merona hari ini: $BBCA +2.24% $BBRI +2.64% $BMRI +2.95% $BBNI +1.80% Flow money lagi lumayan minggu ini didukung oleh USD lagi ambles bles bles bulan ini. https://t.co/DSUtEEWwKW,indonesian big banks balas dendam sektor perban ihsg hijau rona bbca bbri bmri bbni flow money lumayan dukung usd ambles bles bles,https://x.com/undefined/status/1899773480805208258,https://pbs.twimg.com/media/Gl1Z0TEbwAAESxG.jpg,1180586766132072451,1899773480805208258,2025-03-12 10:44:28,2019-10-01,5 Tahun 11 Bulan,AnantaSumantera,0,1,1,0,0,0,1306.0,1,1
Warga +62 yang budiman kirimin doa terbaik biar aku bisa menang Flash Sale Toyota Calya seharga 1000 rupiah di Shopee Live jam 7 malem nanti! #CalyaRP1000diShopeeLive https://t.co/RO3zswpZUZ https://t.co/JHfMuH2Ai8,budiman kirim doa baik biar menang flash sale toyota calya harga rupiah shopee live jam malam,https://x.com/undefined/status/1896525642449203399,https://pbs.twimg.com/media/GlHQA_RbEAAJ7fh.jpg,1820075691565846528,1896525642449203399,Mon Mar 03 11:38:43 +0000 2025,08/01/2024,1 Tahun 8 Bulan,caramellattew22,0,0,0,0,0,0,172.0,0,1
Danantara hadir sebagai solusi strategis dalam mengelola aset negara agar lebih efisien dan transparan untuk mendorong pertumbuhan ekonomi Indonesia. https://t.co/tBRSLrdvLz,danantara hadir solusi strategis kelola aset negara efisien transparan dorong tumbuh ekonomi indonesia,https://x.com/undefined/status/1897513471769727100,https://pbs.twimg.com/media/GlVScn4a4AEmnji.jpg,1356999345866895360,1897513471769727100,Thu Mar 06 05:04:00 +0000 2025,02/01/2021,4 tahun 7 bulan,pengusahacanti1,0,0.0,0,3,0,0,462.0,1,0
Bikin Kaget Nilai Tukar Rupiah di Google Tiba-Tiba Jadi Rp8.000 Per Dolar AS Error? - Bank Indonesia merespons nilai tukar rupiah yang mendadak melemah di Google menjadi Rp8.170 65. Kepala Departemen Komunikasi Bank Indonesia Ramdan Denny Prakoso memastikan sistem Google keliru https://t.co/0LZTZS363M,bikin kaget nilai tukar rupiah google tibatiba rp8 dolar as error bank indonesia respons nilai tukar rupiah dadak lemah google rp8 kepala departemen komunikasi bank indonesia ramdan denny prakoso sistem google keliru,https://x.com/undefined/status/1885691759021486345,https://pbs.twimg.com/ext_tw_video_thumb/1885691728017145856/pu/img/uH0VJ9q0dLJM2g57.jpg,1753107743718944768,1885691759021486345,Sat Feb 01 14:08:44 +0000 2025,02/01/2024,1 Tahun 8 Bulan,matapadma,0,0,0,0,0,0,42.0,1,1
Penutupan sesi 1 Rabu 11 Desember 2024 IHSG 7 503.05 (+0.67%) #IHSG #saham #investasi #indeks #pasarmodal #JCI #IDX #ciptadana #ciptadanasekuritasasia #bluechip https://t.co/o6qtBkTzF0,tutup sesi rabu desember ihsg,https://x.com/undefined/status/1866712109503168891,https://pbs.twimg.com/media/Gefkwu0aEAAq2Dp.jpg,1396754054915653634,1866712109503168891,2024-12-11 5:10:23,2021-05-01,4 Tahun 4 Bulan,pinepickid,1,0,0,0,0,0,783.0,1,1
Kasus Mayapada dan Ted Sioeng belum menemukan titik terang. Pasalnya aparat penegak hukum belum juga mengambil langkah tegas terkait kasus yang sudab lebih dulu menjerat Dato Sri Tahir. #MayapadaCurang #UsutMayapada #MayapadaRentenirElit #IndonesiaGelap #pertamax #danantara https://t.co/1lWR9Ysb0B,mayapada ted sioeng temu titik terang pasal aparat tegak hukum langkah kait jerat dato sri tahir,https://x.com/undefined/status/1895367169187471851,https://pbs.twimg.com/media/Gk2yZQkXsAAUlfE.jpg,1848344796555096064,1895367169187471851,Fri Feb 28 06:55:22 +0000 2025,10/01/2024,0 tahun 11 bulan,efrosinyacccc,0,0.0,0,1,0,0,3.0,1,1
Pemerintah dan masyarakat harus bersatu membangun ekonomi yang kuat. #KolaborasiPerkuatBangsa https://t.co/kq1Yax8rtT https://t.co/Hb8LeKJfH3,pemerintah masyarakat satu bangun ekonomi kuat,https://x.com/undefined/status/1891231533345726933,https://pbs.twimg.com/media/Gj8BDOQbQAETOwZ.jpg,1694327369979527168,1891231533345726933,Sun Feb 16 21:01:49 +0000 2025,08/01/2023,2 tahun 1 bulan,abdul_umar2,0,0.0,0,0,0,0,3.0,1,0
IHSG Jeblok Bos BEI Buka Suara: Efek Danantara? https://t.co/ZNPS1pdXqA https://t.co/omELqdrXyR,ihsg jeblok bos bei buka suara efek danantara,https://x.com/undefined/status/1904381336905019577,https://pbs.twimg.com/media/Gm24uv_a0AAwiVF.jpg,1876277902817579008,1904381336905019577,2025-03-25 3:54:27,2025-01-01,0 Tahun 8 Bulan,98liputan,1,0,0,0,0,0,0.0,1,1
Danantara? #danantaraindonesia #danantara https://t.co/cPtcDqo3Sl,danantara,https://x.com/undefined/status/1903284290345111747,https://pbs.twimg.com/media/GmnS-ELaEAEyVeC.jpg,1564542175278678016,1903284290345111747,Sat Mar 22 03:15:10 +0000 2025,08/01/2022,3 tahun 1 bulan,arifanisa13,0,0.0,0,0,0,0,47.0,1,1
Potensi BPI Danantara https://t.co/OlAAsyEgck,potensi bpi danantara,https://x.com/undefined/status/1899344987042836487,https://pbs.twimg.com/media/GlvUMV-bkAAqFd2.jpg,1568549663233708032,1899344906537128354,Tue Mar 11 06:21:47 +0000 2025,09/01/2022,3 tahun 0 bulan,HantamanHitam,0,0.0,0,0,0,0,91.0,1,1
PPN naik Dollar meroket IHSG anjlok Dijogetin aja...oke gass...oke gass .. https://t.co/kVq879alrF,ppn dollar roket ihsg anjlok dijogetin oke gass oke gass,https://x.com/undefined/status/1869583104983351616,https://pbs.twimg.com/media/GfIX7DgbgAAMoNq.jpg,1691440224432500736,1869583104983351616,2024-12-19 3:18:42,2023-08-01,2 Tahun 1 Bulan,SalimVjd,0,0,1,0,0,2,170.0,1,0
Konsistensi pemerintah untuk melakukan efisiensi anggaran mendapat sorotan. Gara-garanya pemerintah akan menggelar pembekalan kepala daerah yang berpotensi menghabiskan dana puluhan miliar rupiah. Berdasar draf Surat Edaran Menteri Dalam Negeri Nomor 200.5/628/SJ terdapat 505 https://t.co/Psh0anICrN,konsistensi pemerintah efisiensi anggar sorot garagaranya pemerintah gelar bekal kepala daerah potensi habis dana puluh miliar rupiah dasar draf surat edar menteri negeri nomor,https://x.com/undefined/status/1890294580811284634,https://pbs.twimg.com/media/Gjus5UdacAIBrfd.jpg,2392460208,1890294580811284634,Fri Feb 14 06:58:42 +0000 2025,03/01/2014,11 Tahun 8 Bulan,jawapos,1,1,0,0,0,0,588400.0,1,1
Menurut kamu bagaimana dampaknya bagi ekonomi Indonesia? #StrategyAgilityImpact #DAZGroup #InsightfulStrategy #BusinessAgility #PowerfulImpact #GrowTogether #Danantara https://t.co/0m0GP2Srtm,dampak ekonomi indonesia,https://x.com/undefined/status/1895657360976466058,https://pbs.twimg.com/media/Gk66RepWsAA7YFR.jpg,1863428505561890816,1895657241325470065,Sat Mar 01 02:08:29 +0000 2025,12/01/2024,0 tahun 9 bulan,daz_group,0,0.0,0,0,0,0,4.0,1,0
Mari bersama dukung Danantara untuk ekonomi yang lebih mandiri inovatif dan berkelanjutan! #Danantara #IndonesiaMaju https://t.co/mMl2VYqy8d,mari dukung danantara ekonomi mandiri inovatif lanjut,https://x.com/undefined/status/1897476376103674269,https://pbs.twimg.com/media/GlUwsevbgAAp1TU.jpg,1700521084314120193,1897476376103674269,Thu Mar 06 02:36:36 +0000 2025,09/01/2023,2 tahun 0 bulan,VaniaZerah,0,0.0,0,0,0,0,5.0,1,0
saham gak masuk akal perusak ihsg https://t.co/5ag4ZxUosC,saham masuk akal usak ihsg,https://x.com/undefined/status/1795029673727991901,https://pbs.twimg.com/media/GOk5-LFXwAAp0qx.jpg,1580786677,1795029673727991901,2024-07-15 9:17:55,2013-07-01,12 Tahun 2 Bulan,alief_an,0,0,0,0,0,0,448.0,1,0
Melalui pengelolaan aset yang lebih strategis Danantara berkontribusi dalam memperkuat fondasi ekonomi Indonesia. https://t.co/EisFTno8vk,kelola aset strategis danantara kontribusi kuat fondasi ekonomi indonesia,https://x.com/undefined/status/1899651073817890836,https://pbs.twimg.com/media/GlzqlZoW4AA43sb.jpg,1697562881922056192,1899651073817890836,Wed Mar 12 02:38:04 +0000 2025,09/01/2023,2 tahun 0 bulan,Inayah_PBW,0,0.0,0,0,0,1,6.0,0,0
Danantara akan menjadi roket bagi Ekonomi Indonesia untuk tumbuh semakin baik mari kita dukung penuh dan awasi bersama #danantarauntukindonesia https://t.co/7coJLKVzpQ,danantara roket ekonomi indonesia tumbuh mari dukung penuh awas,https://x.com/undefined/status/1902219624441336118,https://pbs.twimg.com/media/GmYKqYxaYAAGn9u.jpg,147926502,1902219624441336118,Wed Mar 19 04:44:34 +0000 2025,05/01/2010,15 tahun 4 bulan,definpamungkas1,0,0.0,1,0,0,47,39.0,1,1
Penutupan sesi 1 Jumat 31 Mei 2024 IHSG 6 989.16 (-0.64%) #IHSG #saham #investasi #indeks #pasarmodal #JCI #IDX #ciptadana #ciptadanasekuritasasia #bluechip https://t.co/lC1uydGvlM,tutup sesi jumat mei ihsg,https://x.com/undefined/status/1796433824538317043,https://pbs.twimg.com/media/GO43CXPa8AA1jbp.jpg,1396754054915653634,1796433824538317043,2024-07-15 9:17:55,2021-05-01,4 Tahun 4 Bulan,pinepickid,1,0,0,0,0,0,846.0,1,1
Ekonomi Banyak Tantangan Target IHSG Justru Dinaikkan Prospek Masih Bagus? https://t.co/mtIreagVy1 https://t.co/EEDjKbNbxD,ekonomi tantang target ihsg naik prospek bagus,https://x.com/undefined/status/1831883753712689574,https://pbs.twimg.com/media/GWwokKIWIAAY8B6.jpg,1183925227052363776,1831883753712689574,2024-09-06 2:34:56,2019-10-01,5 Tahun 11 Bulan,Bankdata4,0,0,0,0,0,0,1243.0,1,0
$IHSG bergejolak rupiah melemah tipis gimana kondisi $emiten kamu? Harus gimana nih kira-kira? Gas langsung tanya aja di Ngabubureeet memBAHANA Live di TikTok &amp; IG jam 16.15 WIB! Jangan sampai ketinggalan yaa! #NgabubureeetMemBAHANA https://t.co/DCoLRTeUwl,ihsg gejolak rupiah lemah tipis emiten kirakira gas ngabubureeet bahana live tiktok ig jam tinggal,https://x.com/undefined/status/1902972018129342474,https://pbs.twimg.com/media/Gmi2vWlbEAAvO_R.jpg,1488712320495009792,1902972018129342474,2025-03-21 6:34:19,2022-02-01,3 Tahun 7 Bulan,SekuritasBahana,1,0,0,0,0,0,1293.0,1,0
Diakhirinya perdagangan Bursa Wall Street di zona merah dan derasnya outflow asing yang masih terus berlanjut berpotensi menjadi pemberat laju IHSG. Full report: https://t.co/EQl43gR4EW https://t.co/NovySITEka,dagang bursa wall street zona merah deras outflow asing lanjut potensi berat laju ihsg full report,https://x.com/undefined/status/1856511241562558967,https://pbs.twimg.com/media/GcOnIcAasAAhU2K.jpg,2803334178,1856511241562558967,2024-11-13 1:35:46,2014-09-01,11 Tahun 0 Bulan,indopremier,1,1,0,0,0,1,78400.0,1,1
Adies Kadir: Danantara Wujudkan Kesejahteraan Ketahanan dan Kemandirian Ekonomi Bangsa #bahlillahadalia #kuningkeren #golkarindonesia #partaigolkar #golkarpedia https://t.co/22piICNIzv https://t.co/d6comyGaR5,adies kadir danantara wujud sejahtera tahan mandiri ekonomi bangsa,https://x.com/undefined/status/1895051191756955821,https://pbs.twimg.com/media/GkyTAdebwAANbdt.jpg,1563769423248642048,1895051191756955821,Thu Feb 27 09:59:47 +0000 2025,08/01/2022,3 tahun 1 bulan,GolkarSolid,0,0.0,0,0,2,0,254.0,1,0
Gimana sekarang keadaan kamu? Me : ga baik baik aja cuk kanyab watchlist gua cuk IPO (initial public offering) PT cipta sarana medika TBK (DKHH) atau $DKHH #IHSG https://t.co/dywXbrRe0U,me cuk kanyab watchlist cuk ipo initial public offering pt cipta sarana medika tbk dkhh dkhh,https://x.com/Marlonsuckitcr1/status/1915587663970918435,https://pbs.twimg.com/media/GpWI03xbYAEwp0F.jpg,1274797919191724032,1915587663970918435,2025-04-25 2:04:23,2020-06-01,5 Tahun 3 Bulan,Marlonsuckitcr1,0,0,0,0,0,1,670.0,1,1
IHSG diprediksi melemah kembali untuk menguji support MA10 di area 7.300-7.320 untuk dapat melanjutkan kenaikannya kembali. MA5 masih bertahan di atas MA10 dan MA20 tanda tren kenaikan masih bertahan. Full report: https://t.co/N1W4lqxIOj https://t.co/TdqDtqrjrR,ihsg prediksi lemah uji support ma10 area 300 7 lanjut naik ma5 tahan ma10 ma20 tanda trend naik tahan full report,https://x.com/undefined/status/1867387499796214114,https://pbs.twimg.com/media/GepK1lhbsAA6OEs.jpg,2803334178,1867387499796214114,2024-12-13 1:54:08,2014-09-01,11 Tahun 0 Bulan,indopremier,1,1,0,0,0,0,78400.0,1,1
Penutupan sesi 1 Selasa 29 Agustus 2024 IHSG 7 638.23 (-0.73%) #IHSG #saham #investasi #indeks #pasarmodal #JCI #IDX #ciptadana #ciptadanasekuritasasia #bluechip https://t.co/UoUoBkZ04I,tutup sesi agustus ihsg,https://x.com/undefined/status/1830855073330798999,https://pbs.twimg.com/media/GWiA-lQbAAAn4W-.jpg,1396754054915653634,1830855073330798999,2024-09-03 6:27:19,2021-05-01,4 Tahun 4 Bulan,pinepickid,1,0,0,0,0,0,782.0,1,1
Untuk #SobatRupiah calon generasi emas 2045 sdh seberapa cinta kalian dengan Rupiah sbg salah satu simbol kedaulatan Indonesia? Pemenang juara 3 BIDCC 2024 kategori short video Nanda Marlina dengan karyanya berjudul Belajar Rupiah mengajarkan bagaimana cara Cinta Rupiah. ‍ https://t.co/eCMMX8BlRk,calon generasi emas cinta rupiah salah simbol daulat indonesia menang juara bidcc kategori short video nanda marlina karya judul ajar rupiah ajar cinta rupiah,https://x.com/undefined/status/1875392369052525047,https://pbs.twimg.com/ext_tw_video_thumb/1875391713625436169/pu/img/n0bHsJCcB54UXHII.jpg,153667051,1875392369052525047,Sat Jan 04 04:02:38 +0000 2025,06/01/2010,15 Tahun 8 Bulan,bank_indonesia,1,1,0,4,6,22,856700.0,1,0
Semoga jadi sembuh jika dimasukkan k Danantara bukan malah menularkan. Gitu ya Bang @ichsany https://t.co/1Z0IDc8Iwc,moga sembuh masuk danantara tular bang,https://x.com/undefined/status/1899283639567048804,https://pbs.twimg.com/media/GlucZ3VWkAAgsQr.jpg,1603568274985213952,1899283639567048804,Tue Mar 11 02:18:01 +0000 2025,12/01/2022,2 tahun 9 bulan,PramukhtikoS,0,0.0,0,1,0,0,2150.0,1,0
