full_text,clean_text,tweet_url,image_url,user_id_str,conversation_id_str,created_at,MM/DD/YYYY,age_account,username,official_account,verified_account,quote_count,reply_count,retweet_count,favorite_count,followers_count,image_corelation
Ancaman itu mungkin berbunyi awas lu kalau kerja gak bener cuma mikirin bisnis sendiri harga saham dan rupiah bakal jeblok. Perekonomian bisa berantakan. Lu bisa tumbang di tengah jalan. https://t.co/QlkHSnu4lQ,ancam bunyi awas kerja pikir bisnis harga saham rupiah jeblok ekonomi beranta tumbang jalan,https://x.com/undefined/status/1902523793509433663,https://pbs.twimg.com/media/GmcfTsFa8AQoyGV.jpg,296177546,1902523793509433663,Thu Mar 20 00:53:14 +0000 2025,05/01/2011,14 Tahun 8 Bulan,giginpraginanto,0,0,0,0,0,4,13000.0,1
️Hasyim Daeng Barang Direktur Hilirisasi Mineral dan Batubara Kementerian Hilirisasi dan Investasi/BKPM Total nilai realisasi investasi hilirisasi mencapai Rp 1.245 8 T atau 22 1% dari total realisasi investasi tahun 2020- September 2024. Kementerian Investasi dan https://t.co/rA2iaFjwx3,hasyim daeng barang direktur hilir mineral batubara menteri hilir investasi bkpm total nilai realisasi investasi hilir capai rp total realisasi investasi september menteri investasi,https://x.com/undefined/status/1862344543326412809,https://pbs.twimg.com/media/GdhgckzWsAA8TYP.jpg,1445394860,1862325213696073732,Fri Nov 29 03:55:14 +0000 2024,05/01/2013,12 Tahun 8 Bulan,CSISIndonesia,1,1,0,1,0,0,35100.0,1
Dilansir dari Refinitiv #Rupiah ditutup0 4% ke Rp16.190/US$ Risalah #Federal menunjukkan adanya perlambatan laju pemotongan suku bunga tahun ini inflasi serta dampak dari kebijakan Presiden terpilih #DonaldTrump #CurrencyTrading #MarketUpdates #USD https://t.co/LQO0SZlaVD,lansir refinitiv ditutup0 rp16 us risalah lambat laju potong suku bunga inflasi dampak bijak presiden pilih,https://x.com/undefined/status/1877165375948787992,https://pbs.twimg.com/media/Gg0HMkeaMAMbUPx.jpg,1788855037684596736,1877165375948787992,Thu Jan 09 01:27:56 +0000 2025,05/01/2024,1 Tahun 8 Bulan,taritali_indo,,0,0,0,0,2,47.0,1
seneng liat Danantara komitmen jaga integritas di setiap langkahnya https://t.co/j8Nidm2Bkp,senang lihat danantara komitmen jaga integritas langkah,https://x.com/undefined/status/1898013594270548414,https://pbs.twimg.com/media/GlcZTK7bwAYSzWj.jpg,2275135261,1898013594270548414,Fri Mar 07 14:11:18 +0000 2025,01/01/2014,11 tahun 8 bulan,Fitrianihanayu,0,0.0,0,0,0,0,169.0,1
chaos chaos punya presiden juga masa bodo sama ihsg tai padahal suku bunga bi dah tetap the fed dah nurunin tetep aje https://t.co/iLfTzPDpCu,chaos chaos presiden bodo ihsg tahi suku bunga bi deh fed deh nurunin,https://x.com/undefined/status/1869570300263952838,https://pbs.twimg.com/media/GfIMJo3asAAyn8d.jpg,123784325,1869570300263952838,2024-12-19 2:27:49,2010-03-01,15 Tahun 6 Bulan,errorbluescreen,0,0,0,1,0,0,2292.0,1
Penutupan sesi 2 Rabu 28 Februari 2024 IHSG 7 328.64 (+0.59%) #IHSG #saham #investasi #indeks #pasarmodal #JCI #IDX #ciptadana #ciptadanasekuritasasia #bluechip https://t.co/uKEAhLrTMm,tutup sesi rabu februari ihsg,https://x.com/undefined/status/1762771646233080093,https://pbs.twimg.com/media/GHafcsJaAAApvtJ.jpg,1396754054915653634,1762771646233080093,2024-07-15 9:17:55,2021-05-01,4 Tahun 4 Bulan,pinepickid,1,0,0,0,0,0,848.0,1
Dengan Danantara perusahaan-perusahaan BUMN dapat dikelola lebih baik melalui skema joint venture yang meningkatkan efektivitas dan akuntabilitas. https://t.co/y20U9s86VQ,danantara perusahaanperusahaan bumn kelola skema joint venture efektivitas akuntabilitas,https://x.com/undefined/status/1898953296477577542,https://pbs.twimg.com/media/Glpv85lasAACu_I.jpg,1356999345866895360,1898953296477577542,Mon Mar 10 04:25:21 +0000 2025,02/01/2021,4 tahun 7 bulan,pengusahacanti1,0,0.0,0,1,0,0,462.0,1
@IrawanRommi @are_inismyname @IrawanRommi lol tolol sok sokan posting IHSG naik 2% lu paham nggak ? Noh IHSG posisi terakhir hari ini IHSG terjun sejak februari Dana Asing Kabur dari Market hampir 29 T .. @mas_vell satu komplotan lu nih https://t.co/K02SjMkg0M,tertawa tolol sok sok posting ihsg paham noh ihsg posisi ihsg terjun februari dana asing kabur market komplot,https://x.com/undefined/status/1900281704994267251,https://pbs.twimg.com/media/Gl8oIxBbUAAP67l.jpg,215894901,1900149752022655144,2025-03-13 20:23:58,2010-11-01,14 Tahun 10 Bulan,nsnnkbr,0,0,0,1,0,0,35800.0,1
Istighfar ente yang buat peraturan. Tolonglah dihapus. Harusnnya dari awal saham yang mau IPO itu difilter dengan baik. Lihat IHSG merah terus. Mau sampai kapan? https://t.co/ksaAGI8hhb,istighfar ente atur tolong hapus harusnnya saham ipo filter lihat ihsg merah,https://x.com/undefined/status/1774639579351638032,https://pbs.twimg.com/media/GKDJSjMagAAnV6Y.jpg,908658163989209088,1774639579351638032,2024-07-15 9:17:55,2017-09-01,8 Tahun 0 Bulan,chimchimanis,0,0,0,0,0,1,1616.0,1
Danantara dengan pengawas ketat dan strategi mitigaai yang tepat. https://t.co/Mup8jku6Zx,danantara awas ketat strategi mitigaai,https://x.com/undefined/status/1896089743408152743,https://pbs.twimg.com/media/GlBDkkba8AAhjCK.jpg,1357011546409365504,1896089743408152743,Sun Mar 02 06:46:37 +0000 2025,02/01/2021,4 tahun 7 bulan,Dimas26316340,0,0.0,0,0,0,0,269.0,1
IHSG dibukan Hijau menguat 1.02% Semoga sampai 3 bukan lagi tetap menguat. Hari ini BuzzErp &amp; barisan kalah PILPRES yg belum move on (sebagian 16% &amp;24%) gak punya bahan lagi ujtuk mencaci dg narasi Indonesia Bubar indonesia Ambruk dll . . https://t.co/SllOqyApgc,ihsg buk hijau kuat moga kuat buzzerp baris kalah pilpres move on bahan ujtuk caci narasi indonesia bubar indonesia ambruk dan lain,https://x.com/undefined/status/1902244666952777776,https://pbs.twimg.com/media/GmYhcWbasAAiYcn.jpg,1603237585434075137,1902244666952777776,2025-03-19 6:24:05,2022-12-01,2 Tahun 9 Bulan,MasQomaru,0,0,0,0,0,0,115.0,1
danantara jeblokin saham &gt; danantara buyback saham di harga murah &gt; IHSG naik = Danantara pahlawan dan disukai investor https://t.co/jztYIDSFwT,danantara jeblokin saham danantara buyback saham harga murah ihsg danantara pahlawan suka investor,https://x.com/undefined/status/1904046811159187712,https://pbs.twimg.com/media/GmyIev6bYAALCwW.jpg,302915454,1904046811159187712,2025-03-24 5:45:09,2011-05-01,14 Tahun 4 Bulan,RiantDaffa,0,0,2,3,6,17,840.0,1
IHSG Terjun Bebas 7 90 Persen ke Level di Bawah 6.000 https://t.co/vZcJRao6Rk https://t.co/d4eGKvoPjb,ihsg terjun bebas level,https://x.com/holopiscom/status/1909575795536019694,https://pbs.twimg.com/media/GoAtEO5bwAERr30.png,1366400664960573441,1909575795536019694,2025-04-08 11:55:22,2021-03-01,4 Tahun 6 Bulan,holopiscom,1,1,0,0,0,0,1480.0,0
@MiskinTV_ Ini ketipu investasi bodong sok sok an 343 https://t.co/ewEDYRG21W,tipu investasi bodong sok sok an,https://x.com/undefined/status/1873835729765490912,https://pbs.twimg.com/media/GgEzqoCb0AAZxnX.jpg,1113605311137366016,1873835065962357020,Mon Dec 30 20:57:06 +0000 2024,04/01/2019,6 Tahun 8 Bulan,ealahpleng,0,0,0,0,0,0,37.0,0
Bursa Kawasan Asia Dibuka Menguat Namun IHSG Diprediksi Masih Dalam Tren Penurunan: BRI Danareksa Sekuritas dalam riset yang dirilis hari ini menyebutkan bahwa pergerakan indeks masih tertahan di bahwa resisten MA 20 di 7.151. https://t.co/OqLXV5wdO9 https://t.co/f8slpvL0K6,bursa kawasan asia buka kuat ihsg prediksi trend turun bri danareksa sekuritas riset rilis gera indeks tahan resisten,https://x.com/undefined/status/1790201702416785527,https://pbs.twimg.com/media/GNgS9lZbgAAaGaR.jpg,55507370,1790201702416785527,2024-07-15 9:17:55,2009-07-01,16 Tahun 2 Bulan,tvOneNews,1,1,0,0,0,0,9900000.0,1
Danantara diyakini bisa jadi motor pertumbuhan ekonomi Indonesia 8 persen. https://t.co/AaC1lUbQjq,danantara yakin motor tumbuh ekonomi indonesia,https://x.com/undefined/status/1898230814304882963,https://pbs.twimg.com/media/Glfe3EubwAQGALw.jpg,1356636582330081281,1898230814304882963,Sat Mar 08 04:34:28 +0000 2025,02/01/2021,4 tahun 7 bulan,rahmawa40569238,0,0.0,0,0,0,0,287.0,1
Penutupan sesi 2 Rabu 13 Maret 2024 IHSG 7 421.21 (+0.53%) #IHSG #saham #investasi #indeks #pasarmodal #JCI #IDX #ciptadana #ciptadanasekuritasasia #bluechip https://t.co/ea0NCyrvEW,tutup sesi rabu maret ihsg,https://x.com/undefined/status/1767854322166223097,https://pbs.twimg.com/media/GIiuH0Ya0AAi5I_.jpg,1396754054915653634,1767854322166223097,2024-07-15 9:17:55,2021-05-01,4 Tahun 4 Bulan,pinepickid,1,0,0,0,0,0,848.0,1
@abu_waras Halah halah.. pakai urunan segala. bahkan efesiensi kalian demo. ada danantara mencak tak percaya. Lawong kalian dikasih mimpi spt ini sdh melayang. krn mimpi ini pula gerombolan kalian dg mudah menggoblok an yg beda pandangan. telek..telek.. https://t.co/9tDfxdadVo,halah halah pakai urun efesiensi demo danantara mencak percaya lawong kasih mimpi layang mimpi gerombol mudah goblok an beda pandang telek telek,https://x.com/undefined/status/1900973764638322764,https://pbs.twimg.com/media/GmGdkK7a0AASzQo.jpg,1680940130406895616,1900939316232417648,Sat Mar 15 18:13:58 +0000 2025,07/01/2023,2 tahun 2 bulan,tora80614748823,0,0.0,0,0,0,0,208.0,1
@PribumiD @erickthohir sibuk main Bola Danantara&amp;BankEmas ‼️ Tugas menteri didelegasikan ke brader BoyThohirr. Disitulah Boy asik main Oplosan BBM. https://t.co/rOCuUEqfr4,sibuk main bola danantara bankemas tugas menteri delegasi brader boythohirr situ boy asik main oplos bbm,https://x.com/undefined/status/1896727705762386231,https://pbs.twimg.com/media/GlKHzBXbgAAfKxg.jpg,1825333193568129024,1896713303906545731,Tue Mar 04 01:01:39 +0000 2025,08/01/2024,1 tahun 1 bulan,Jediimar,0,0.0,0,1,0,3,478.0,1
Di babak kedua IHSG masih aja merah. Udahan nih efek pemilunya? https://t.co/VHUwKTm8oS,babak ihsg merah udahan efek milu,https://x.com/undefined/status/1759487015777947787,https://pbs.twimg.com/media/GGrzykzaIAAUiW8.jpg,111547698,1759487015777947787,2024-07-15 9:17:55,2010-02-01,15 Tahun 7 Bulan,Rerezpect,0,0,0,0,0,0,317.0,1
@Dennysiregar7 Nikmatnya warisan revolusi mental.... Tunggu klasement berikutnya: Danantara https://t.co/mxr4KLfZjN,nikmat waris revolusi mental tunggu klasement danantara,https://x.com/undefined/status/1896810331223232916,https://pbs.twimg.com/media/GlLS8XNagAAiLov.jpg,3365491165,1896437355516707186,Tue Mar 04 06:29:58 +0000 2025,08/01/2015,10 tahun 1 bulan,Kessnowandoko,0,0.0,0,0,0,0,291.0,0
TLKM divergence positif. Bakal jadi motor penggerak IHSG nih. Sinyal divergence positif keluar di bottom suatu trend dan mengindikasikan akan terjadi reversal atau pembalikan arah trend Channel https://t.co/xBidHQEGRD https://t.co/n410o15Qhr,tlkm divergence positif motor gerak ihsg sinyal divergence positif bottom trend indikasi reversal balik arah trend channel,https://x.com/undefined/status/1866379783447409019,https://pbs.twimg.com/media/Gea2hInaMAAdKTg.jpg,465464916,1866379783447409019,2024-12-10 7:09:50,2012-01-01,13 Tahun 8 Bulan,RIKOPEDIA2008,-,0,0,0,0,0,1171.0,1
salut! Ekonomi kita bisa tambah kuat berkat Danantara https://t.co/Zt9oZE2Vz7,salut ekonomi kuat berkat danantara,https://x.com/undefined/status/1896785826849443896,https://pbs.twimg.com/media/GlK8prfbcAAEQHg.jpg,2700355986,1896785826849443896,Tue Mar 04 04:52:36 +0000 2025,08/01/2014,11 tahun 1 bulan,trianaayuwj,0,0.0,0,0,0,0,204.0,1
@jokobodo2024 @mas_veel @prabowo Dari akun yg nama akunnya Joko Bodoh #GoblokBerjamaah ya buzzer2 pengkhianat biadab maling rampok antek CIA Prabowo. Masih lom puas merampok dari bapak anda Sumitro anda keluarga &amp; kroni2? 900 Milyar USD milik rakyat mau digadai/diserahkan ke Tuan2 Barat? #Danantara https://t.co/hbz62zO2sV,akun nama akun joko bodoh buzzer2 khianat biadab maling rampok antek cia prabowo puas rampok sumitro keluarga kroni2 milyar usd rakyat gadai serah tuan2 barat,https://x.com/undefined/status/1892473679050600804,https://pbs.twimg.com/media/GkNqOqRXcAA0f_-.jpg,1189845201466122241,1891862843403735303,Thu Feb 20 07:17:40 +0000 2025,10/01/2019,5 tahun 11 bulan,RooneySianny,0,0.0,0,1,0,1,379.0,1
Pembentukan BPI Danantara merupakan hal positif karena diharapkan dapat mengkapitalisasi kinerja Pertamina ke depan. https://t.co/a3UZwfnHIw,bentuk bpi danantara positif harap kapital kerja pertamina,https://x.com/undefined/status/1903605998679711881,https://pbs.twimg.com/media/Gmr3jYMboAExFTC.jpg,1566807909799182336,1903605998679711881,Sun Mar 23 00:33:32 +0000 2025,09/01/2022,3 tahun 0 bulan,gayoesme,0,0.0,0,0,0,0,30.0,1
Danantara: Meningkatkan Investasi Membangun Masa Depan Indonesia @kompascom Investasi untuk Generasi Masa Depan! #Danantara #InvestasiIndonesia #EkonomiBerkelanjutan #PembangunanNasional #SWFIndonesia https://t.co/9Di4BcTJok,danantara investasi bangun indonesia investasi generasi,https://x.com/undefined/status/1899998295319339174,https://pbs.twimg.com/media/Gl4mX9ubYAETb3q.jpg,1825382097038856192,1899998295319339174,Thu Mar 13 01:37:48 +0000 2025,08/01/2024,1 tahun 1 bulan,AgungLa03498428,0,0.0,0,0,0,0,122.0,1
Satu minggu pemerintahan Presiden Prabowo IHSG bergerak turun naik seperti roller coaster. Ada saham yang sedang mengalami tren bullish ada juga yang bearish. Menurutmu kemana selanjutnya IHSG akan bergerak? *IHSG 25/10/2024 #TalktoPhillip #DuitYangKerja #Saham #POEMS https://t.co/KHpYfGBA9V,perintah presiden prabowo ihsg gerak turun roller coaster saham alami trend bullish bearish turut ihsg gerak ihsg,https://x.com/undefined/status/1850734401111699564,https://pbs.twimg.com/media/Ga8g3fybsAAEp-L.jpg,176733069,1850734401111699564,2024-10-28 3:00:40,2010-08-01,15 Tahun 1 Bulan,TalkToPhillip,1,0,0,0,0,0,13000.0,1
@Saham_fess Pekan ini BEI mencatat transaksi harian turun tajam IHSG merah dan asing keluar. https://t.co/13LJy5yGQd https://t.co/e2c00FPCM4,bei catat transaksi hari turun tajam ihsg merah asing,https://x.com/undefined/status/1870298853137916288,https://pbs.twimg.com/media/GfSi2WeakAA5ENb.jpg,990656393496547328,1870255285207740442,2024-12-21 2:42:49,2018-04-01,7 Tahun 5 Bulan,TheEconopost,0,0,0,0,1,2,865.0,1
Konektivitas inovasi dan kolaborasi! Danantara hadir untuk menciptakan solusi terbaik bagi Indonesia. 🇮🇩 #DanantaraBerdaya https://t.co/y5iXezl2K1,konektivitas inovasi kolaborasi danantara hadir cipta solusi baik indonesia,https://x.com/undefined/status/1901134392770036130,https://pbs.twimg.com/media/GmIvpXWbcAMZt26.jpg,1700521084314120193,1901134392770036130,Sun Mar 16 04:52:15 +0000 2025,09/01/2023,2 tahun 0 bulan,VaniaZerah,0,0.0,0,0,0,0,5.0,1
Tujuan dan funsi danantara #danantara https://t.co/64WRqQ76FB,tuju funsi danantara,https://x.com/undefined/status/1903575839775866989,https://pbs.twimg.com/media/GmrcIF8bEAAGzB2.jpg,1566893065033375751,1903575836080619956,Sat Mar 22 22:33:41 +0000 2025,09/01/2022,3 tahun 0 bulan,Devon90517815,0,0.0,0,0,0,0,16.0,1
@vincentrcrd IHSG kecil kontribusi ke GDP.. transaksi bulanan juga nggak sampai puluhan billion dolar..malah bagus IHSG anjlok .. perusahaan bisa buyback harga murah.. instrumen investasi nggak cuman di IHSG ada danantara family office yg nanti launch di Agustus..itu investor besar terlibat https://t.co/U123zrzuMj,ihsg kontribusi gdp transaksi bulan puluh billion dolar bagus ihsg anjlok usaha buyback harga murah instrumen investasi cuman ihsg danantara family office launch agustus investor libat,https://x.com/undefined/status/1904278525290696742,https://pbs.twimg.com/media/Gm1bEjQaYAAfhZK.jpg,1691833776983486464,1904023705761853723,Mon Mar 24 21:05:54 +0000 2025,08/01/2023,2 tahun 1 bulan,Sangpencarimi,0,0.0,0,0,0,0,28.0,1
Kenali sosok ketua tim PAKAR danantara yg pernah dipenjara 5 tahun atas kasus KORUPSI aliran dana bank Indonesia ke DPR sebesar 100 Miliar rupiah. Pakar dibidang korupsi diangkat jd ketua jangan kalian harap oligarki akan diberangus... ndasmu #IndonesiaGelap https://t.co/Bignlj0OTL,kenal sosok ketua tim pakar danantara penjara korupsi alir dana bank indonesia dpr miliar rupiah pakar bidang korupsi angkat ketua harap oligarki berangus ndasmu,https://x.com/undefined/status/1892356469770596475,https://pbs.twimg.com/ext_tw_video_thumb/1892354556778172416/pu/img/y49PQ6MzCdBy1z7n.jpg,1336576386987790336,1892356469770596475,Wed Feb 19 23:31:55 +0000 2025,12/01/2020,4 tahun 9 bulan,toe_giman,0,0.0,2,2,23,42,18100.0,1
Danantara roket yang bawa target pertumbuhan ekonomi 8% https://t.co/fXkh62D1CG,danantara roket bawa target tumbuh ekonomi,https://x.com/undefined/status/1904100333942637011,https://pbs.twimg.com/media/Gmy5KMHbIAAbcWM.jpg,1564630530603499524,1904100209225084959,Mon Mar 24 09:17:50 +0000 2025,08/01/2022,3 tahun 1 bulan,GarrySnailpo,0,0.0,0,1,0,0,76.0,1
Kehadiran Danantara menjadi peluang bagi perbankan nasional untuk berkembang https://t.co/6ZO0EoJzKb,hadir danantara peluang perban nasional kembang,https://x.com/undefined/status/1904401549465616735,https://pbs.twimg.com/media/Gm3LGLCaoAAgR8n.png,1385793182793797633,1904401549465616735,Tue Mar 25 05:14:46 +0000 2025,04/01/2021,4 tahun 5 bulan,ArifSubagiyo2,0,0.0,0,0,0,0,18.0,1
Efisiensi anggaran untuk Indonesia yang lebih maju! Mendukung langkah presiden dalam memastikan setiap rupiah digunakan dengan efektif dan tepat sasaran. @kompascom #EfisiensiUntukRakyat #AnggaranTepatGuna #DemiIndonesiaMaju #PresisiAnggaran https://t.co/GY9YtqJ9rf,efisiensi anggar indonesia maju dukung langkah presiden rupiah efektif sasar,https://x.com/undefined/status/1892038290812883448,https://pbs.twimg.com/amplify_video_thumb/1892038119521669120/img/OB2xJzIaC_hVI7gn.jpg,1825382097038856192,1892038290812883448,Wed Feb 19 02:27:35 +0000 2025,08/01/2024,1 Tahun 8 Bulan,AgungLa03498428,0,0,0,14,0,11,119.0,1
Tim Analis Bareksa menyarankan porsi investasi reksa dana eksklusif di Bareksa yang lebih besar dibandingkan dengan reksadana pasar uang dengan yield yang menurun saat ini akibat melemahnya suku bunga deposito. #BareksaInvestasiCuan #BareksaInvestasiReksadana https://t.co/YZAuYzKfiM,tim analis bareksa saran porsi investasi reksa dana eksklusif bareksa banding reksadana pasar uang yield turun akibat lemah suku bunga deposito,https://x.com/undefined/status/1751846071306015086,https://pbs.twimg.com/media/GE_OktYaQAA076H.jpg,920403926,1751846068634227135,Mon Jan 29 05:53:45 +0000 2024,11/01/2012,13 Tahun 8 Bulan,bareksa,1,1,0,1,0,1,35800.0,1
Realisasi investasi pada periode Januari-Desember 2024 tercatat sebesar Rp1.714 2 T naik 20 8% dari periode yang sama tahun lalu. https://t.co/Zf5p4c28fv,realisasi investasi periode januaridesember catat rp1 periode,https://x.com/undefined/status/1885183661286600933,https://pbs.twimg.com/media/GimEi6EbYAUIhSN.jpg,106035510,1885183649697718279,Fri Jan 31 04:29:44 +0000 2025,01/01/2010,15 Tahun 8 Bulan,bkpm,0,1,0,1,0,0,138600.0,1
Danantara pastikan anggaran investasi hasil dividen BUMN untuk kemajuan negara https://t.co/1OBEUnfSDv,danantara pasti anggar investasi hasil dividen bumn maju negara,https://x.com/undefined/status/1895758997875277865,https://pbs.twimg.com/media/Gk8WwZkXAAAAi4c.jpg,1564623681393131524,1895757475200319822,Sat Mar 01 08:52:21 +0000 2025,08/01/2022,3 tahun 1 bulan,HidupNusantara,0,0.0,0,1,0,0,121.0,1
@CNNIndonesia Coba kita lihat data nya : Umur Kaesang 29 tahun Kekayaan Jokowi yang dilaporkan di 2023: 82 3 miliar Kaesang bisa beli saham senilai 92 2 miliar Dari manakah sumber uang investasi Kaesang ? Apa resep sukses Kaesang bisa punya uang melebihi bapaknya yang presiden RI ? https://t.co/0egzqPojr0,coba lihat data nya umur kaesang kaya jokowi lapor miliar kaesang beli saham nilai miliar mana uang investasi kaesang resep sukses kaesang uang lebih bapak presiden ri,https://x.com/undefined/status/1840730548400173376,https://pbs.twimg.com/media/GYuWrYjbkAAx0cb.jpg,205558958,1840609193709244533,Mon Sep 30 12:28:56 +0000 2024,10/01/2010,15 Tahun 8 Bulan,wingkyp,0,0,0,2,8,20,1402.0,1
Danantara menjadi sumber kendaraan investasi yang sangat penting https://t.co/M8f30MQJDt,danantara kendara investasi,https://x.com/undefined/status/1898922838490595412,https://pbs.twimg.com/media/GlpUKDoaQAE_AxR.jpg,2354223986,1898922838490595412,Mon Mar 10 02:24:19 +0000 2025,02/01/2014,11 tahun 7 bulan,JhingO1,0,0.0,0,0,0,0,17.0,1
@tempodotco antusiasnya yg penting MBG hidup mulyono 2 + 8 = 11 omon² blunder IHSG anjlok juga gak peduli saham itu judi kek mana? udah jelas² gak kompeten koq 5 bulan kerja mana hasilnya amburadul total ini https://t.co/3TbhkVuwXk,antusias mbak mulyono omon blunder ihsg anjlok peduli saham judi kayak kompeten kerja hasil amburadul total,https://x.com/undefined/status/1902350691039113286,https://pbs.twimg.com/media/GmaB3zFawAAlD1_.jpg,595163548,1902341796723937769,2025-03-19 13:25:23,2012-05-01,13 Tahun 4 Bulan,ling_2490,0,0,0,3,35,352,348.0,0
sumpah lupa updatee aku tdi abis bikin tahu isi isinya 2jt rupiah bagi yg beruntung https://t.co/DVMapzs92P,sumpah lupa updatee habis bikin isi isi 2jt rupiah untung,https://x.com/undefined/status/1883917368969380156,https://pbs.twimg.com/media/GiUE1j1bgAAohe9.jpg,1286974702968176640,1883917368969380156,Mon Jan 27 16:37:56 +0000 2025,07/01/2020,5 Tahun 8 Bulan,cealzroll,0,0,0,0,0,0,2122.0,0
Siapa sih yang percaya dana di Danantara bakal dikelola bener? #IndonesiaGelap https://t.co/K9a26Xl9EN https://t.co/hfqVvNy3kB,sih percaya dana danantara kelola,https://x.com/undefined/status/1895841454381220092,https://pbs.twimg.com/media/Gk80IX6bQAMFTX0.jpg,1529772993530167297,1895841454381220092,Sat Mar 01 14:20:00 +0000 2025,05/01/2022,3 tahun 4 bulan,Y_Radianto,0,0.0,0,5,7,19,5479.0,1
Top 5 News: Tren Reli IHSG hingga Perebutan Dana di Pasar Surat Utang https://t.co/NEPFCXKxN6 https://t.co/6iHYgCqsYP,top news trend reli ihsg rebut dana pasar surat utang,https://x.com/undefined/status/1828224804304130287,https://pbs.twimg.com/media/GV8oxXRaEAAuEmI.jpg,1330791552583548932,1828224804304130287,2024-08-27 0:15:34,2020-11-01,4 Tahun 10 Bulan,bisnisindo_id,1,0,0,0,0,0,3083.0,1
Dukung Danantara untuk menciptakan sistem ekonomi yang lebih kokoh dan lebih inklusif. Bersama kita bisa lebih kuat! #DukungDanantara #EkonomiIndonesia https://t.co/x4EWb152xt,dukung danantara cipta sistem ekonomi kokoh inklusif kuat,https://x.com/undefined/status/1902220409174458371,https://pbs.twimg.com/media/GmYLSPua8AEozC0.jpg,2735886720,1902220379428364425,Wed Mar 19 04:47:41 +0000 2025,08/01/2014,11 tahun 1 bulan,PewdSmoses,0,0.0,0,1,0,0,76.0,1
Penutupan sesi 2 Rabu 14 Agustus 2024 IHSG 7 436.04 (+1.08%) #IHSG #saham #investasi #indeks #pasarmodal #JCI #IDX #ciptadana #ciptadanasekuritasasia #bluechip https://t.co/aL5Z76Q0Mv,tutup sesi rabu agustus ihsg,https://x.com/undefined/status/1823652677055820146,https://pbs.twimg.com/media/GU7qcIMa4AI5AN3.jpg,1396754054915653634,1823652677055820146,2024-07-15 9:17:55,2021-05-01,4 Tahun 4 Bulan,pinepickid,1,0,0,0,0,0,846.0,1
Efisiensi anggaran? Prabowo siap pastikan tiap rupiah buat rakyat #AnggaranBijakUntukRakyat https://t.co/xBJdS7lvzF,efisiensi anggar prabowo pasti rupiah rakyat,https://x.com/undefined/status/1889346849615794523,https://pbs.twimg.com/media/GjhO8Uva0AAKQj1.jpg,1687379359005585408,1889346849615794523,Tue Feb 11 16:12:45 +0000 2025,08/01/2023,2 Tahun 8 Bulan,maitun_maraza,0,0,0,0,0,0,3.0,1
Kalo di @Tokocrypto rupiah lagi melemah kurs 1 USDT = 16460 IDR https://t.co/ZLZEnS4Oai,rupiah lemah kurs usdt idr,https://x.com/undefined/status/1885632564330963321,https://pbs.twimg.com/media/Gisc0xxaoAABFvW.jpg,45860440,1885632085484007833,Sat Feb 01 10:13:31 +0000 2025,06/01/2009,16 Tahun 8 Bulan,zakwanoe,0,0,0,2,1,5,4838.0,1
IHSG Lanjutkan Penguatan Simak Rekomendasi Sahamnya https://t.co/Pit7vfwzTa https://t.co/xPcA3KsCLJ,ihsg lanjut kuat simak rekomendasi saham,https://x.com/undefined/status/1826492895911895359,https://pbs.twimg.com/media/GVkBnA2XgAAfubj.jpg,3061082498,1826492895911895359,2024-08-22 5:33:35,2015-03-01,10 Tahun 6 Bulan,BobSulabayah,0,0,0,0,0,0,179.0,1
NOVEMBER RAIN SUDAH BERAKHIR Yield UST dan USD index (DXY) mulai turun bagus buat IHSG. Siklus penurunan IHSG estimasi sudah selesai. November rain sudah berakhir. Waktunya menyambut pesta window dressing di bulan Desember. https://t.co/kJKP8FEhAb,november rain yield ust usd index dxy turun bagus ihsg siklus turun ihsg estimasi selesai november rain sambut pesta window dressing desember,https://x.com/undefined/status/1862656378063790466,https://pbs.twimg.com/media/Gdl8GX1W0AAtutI.jpg,465464916,1862656378063790466,2024-11-30 0:34:21,2012-01-01,13 Tahun 8 Bulan,RIKOPEDIA2008,-,0,0,0,2,2,1171.0,1
Danantara mempercepat pertumbuhan ekonomi nasional https://t.co/dvA823QdaO,danantara cepat tumbuh ekonomi nasional,https://x.com/undefined/status/1904037530455908766,https://pbs.twimg.com/media/GmyACxaaAAA9aPT.jpg,1135397107,1904037517940400265,Mon Mar 24 05:08:17 +0000 2025,01/01/2013,12 tahun 8 bulan,otdantb,0,0.0,0,0,0,0,144.0,1
Penerapan PPN yang transparan dan efisien membantu menciptakan iklim investasi yang kondusif Mendorong pertumbuhan ekonomi yang berkelanjutan #astacita https://t.co/kSvp9NarWi,terap ppn transparan efisien cipta iklim investasi kondusif dorong tumbuh ekonomi lanjut,https://x.com/undefined/status/1884852724816359930,https://pbs.twimg.com/media/GihXE3vbMAAfCmD.jpg,1548875954604240897,1884852707955216785,Thu Jan 30 06:34:43 +0000 2025,07/01/2022,3 Tahun 8 Bulan,pendekarkocak,0,0,0,1,0,0,90.0,1
